tissue,dataset,crop,prep,cell_id,voxels_8nm,volume_nm3,volume_um3,ecs_faces,total_faces,ecs_sa_nm2,total_sa_nm2,sa_v_ratio,sphericity
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,48,292147,149579264.0,0.1496,50916,54952,3258624.0,3516928.0,0.02178527,0.4182
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,49,217825,111526400.0,0.1115,38337,45110,2453568.0,2887040.0,0.02199989,0.4567
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,50,593366,303803392.0,0.3038,83204,84002,5325056.0,5376128.0,0.01752797,0.4104
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,51,98095,50224640.0,0.0502,20510,23926,1312640.0,1531264.0,0.02613538,0.5015
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,52,258899,132556288.0,0.1326,47557,49508,3043648.0,3168512.0,0.02296117,0.4131
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,53,48337,24748544.0,0.0247,12035,12064,770240.0,772096.0,0.03112264,0.5332
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,54,1524797,780696064.0,0.7807,149619,153248,9575616.0,9807872.0,0.01226549,0.4282
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,55,134362,68793344.0,0.0688,36894,38704,2361216.0,2477056.0,0.03432332,0.3439
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,56,554225,283763200.0,0.2838,105645,106640,6761280.0,6824960.0,0.02382719,0.3089
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,57,217553,111387136.0,0.1114,46322,46492,2964608.0,2975488.0,0.02661535,0.3776
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,58,362295,185495040.0,0.1855,54489,54786,3487296.0,3506304.0,0.01879994,0.451
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,59,146766,75144192.0,0.0751,55116,56130,3527424.0,3592320.0,0.04694207,0.2441
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,60,1874875,959936000.0,0.9599,155322,162618,9940608.0,10407552.0,0.01035549,0.4734
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,61,798335,408747520.0,0.4087,83545,84038,5346880.0,5378432.0,0.01308113,0.4981
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,62,1570535,804113920.0,0.8041,411290,427242,26322560.0,27343488.0,0.03273486,0.1589
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,63,613416,314068992.0,0.3141,78031,81538,4993984.0,5218432.0,0.01590091,0.4474
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,64,897011,459269632.0,0.4593,227930,236876,14587520.0,15160064.0,0.03176243,0.1973
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,65,195374,100031488.0,0.1,162382,164858,10392448.0,10550912.0,0.10389177,0.1003
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,66,2545143,1303113216.0,1.3031,171835,198864,10997440.0,12727296.0,0.00843936,0.5246
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,67,272181,139356672.0,0.1394,105013,108074,6720832.0,6916736.0,0.04822756,0.1934
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,68,182496,93437952.0,0.0934,46002,46674,2944128.0,2987136.0,0.03150891,0.3382
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,69,58955,30184960.0,0.0302,14594,14678,934016.0,939392.0,0.03094309,0.5019
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,70,140596,71985152.0,0.072,27335,32380,1749440.0,2072320.0,0.02430279,0.4784
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,71,631902,323533824.0,0.3235,69188,81476,4428032.0,5214464.0,0.01368646,0.5147
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,72,278528,142606336.0,0.1426,58321,59442,3732544.0,3804288.0,0.02617376,0.3536
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,73,47985,24568320.0,0.0246,16404,17122,1049856.0,1095808.0,0.0427321,0.3893
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,74,523865,268218880.0,0.2682,70937,71008,4539968.0,4544512.0,0.01692636,0.443
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,75,534649,273740288.0,0.2737,66538,75634,4258432.0,4840576.0,0.01555647,0.4788
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,76,461158,236112896.0,0.2361,69661,69920,4458304.0,4474880.0,0.01888209,0.4144
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,77,232785,119185920.0,0.1192,35316,35626,2260224.0,2280064.0,0.01896385,0.5182
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,78,48459,24811008.0,0.0248,7250,10454,464000.0,669056.0,0.01870138,0.8866
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,79,51708,26474496.0,0.0265,10269,11138,657216.0,712832.0,0.0248245,0.6536
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,80,1746,893952.0,0.0009,1101,1346,70464.0,86144.0,0.07882302,0.6369
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,81,18979,9717248.0,0.0097,7672,9166,491008.0,586624.0,0.05052953,0.4485
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,82,23124,11839488.0,0.0118,7278,8076,465792.0,516864.0,0.03934224,0.5393
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,83,89629,45890048.0,0.0459,34250,35054,2192000.0,2243456.0,0.04776635,0.2828
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,84,274922,140760064.0,0.1408,168048,173662,10755072.0,11114368.0,0.07640713,0.1217
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,85,25103,12852736.0,0.0129,11481,12432,734784.0,795648.0,0.05716946,0.3611
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,86,58018,29705216.0,0.0297,18775,20084,1201600.0,1285376.0,0.04045081,0.386
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,87,1541,788992.0,0.0008,958,1548,61312.0,99072.0,0.07770928,0.6735
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,88,315609,161591808.0,0.1616,21376,38978,1368064.0,2494592.0,0.00846617,1.0487
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,89,560465,286958080.0,0.287,62173,79276,3979072.0,5073664.0,0.01386639,0.5287
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,90,367868,188348416.0,0.1883,160450,166044,10268800.0,10626816.0,0.05452024,0.1547
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,91,28294,14486528.0,0.0145,17198,17636,1100672.0,1128704.0,0.07597901,0.2611
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,92,226436,115935232.0,0.1159,22396,27752,1433344.0,1776128.0,0.01236332,0.8022
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,93,159170,81495040.0,0.0815,129686,131444,8299904.0,8412416.0,0.10184551,0.1095
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,94,180711,92524032.0,0.0925,41163,41588,2634432.0,2661632.0,0.02847295,0.3755
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,95,564468,289007616.0,0.289,56161,62790,3594304.0,4018560.0,0.01243671,0.5881
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,96,47959,24555008.0,0.0246,20704,21984,1325056.0,1406976.0,0.05396276,0.3083
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,97,76970,39408640.0,0.0394,30835,35438,1973440.0,2268032.0,0.05007633,0.2838
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,98,208484,106743808.0,0.1067,38010,48102,2432640.0,3078528.0,0.02278952,0.4473
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,99,79420,40663040.0,0.0407,21172,25656,1355008.0,1641984.0,0.03332284,0.422
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,100,24596,12593152.0,0.0126,21137,23380,1352768.0,1496320.0,0.10742092,0.1935
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,101,103151,52813312.0,0.0528,30247,32180,1935808.0,2059520.0,0.03665379,0.3517
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,102,56281,28815872.0,0.0288,13142,22660,841088.0,1450240.0,0.02918836,0.5404
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,104,133998,68606976.0,0.0686,38308,39368,2451712.0,2519552.0,0.03573561,0.3306
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,105,335101,171571712.0,0.1716,35698,38998,2284672.0,2495872.0,0.01331613,0.6536
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,106,74853,38324736.0,0.0383,30206,34608,1933184.0,2214912.0,0.0504422,0.2844
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,107,131338,67245056.0,0.0672,21544,22420,1378816.0,1434880.0,0.02050435,0.58
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,108,52609,26935808.0,0.0269,8453,15380,540992.0,984320.0,0.02008449,0.8032
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,109,73817,37794304.0,0.0378,14945,18218,956480.0,1165952.0,0.02530752,0.5694
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,110,144513,73990656.0,0.074,29384,29430,1880576.0,1883520.0,0.0254164,0.4532
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,111,52551,26906112.0,0.0269,14375,21870,920000.0,1399680.0,0.03419297,0.472
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,112,28851,14771712.0,0.0148,10572,11742,676608.0,751488.0,0.0458043,0.4303
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,113,3513,1798656.0,0.0018,1982,1982,126848.0,126848.0,0.07052377,0.5639
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,114,172235,88184320.0,0.0882,20011,24954,1280704.0,1597056.0,0.01452304,0.7481
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,115,12216,6254592.0,0.0063,6380,6516,408320.0,417024.0,0.06528324,0.4021
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,116,21986,11256832.0,0.0113,5039,6248,322496.0,399872.0,0.02864891,0.7532
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,117,169390,86727680.0,0.0867,24940,28918,1596160.0,1850752.0,0.01840427,0.5936
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,118,5698,2917376.0,0.0029,1970,2356,126080.0,150784.0,0.04321692,0.7831
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,119,14123,7230976.0,0.0072,8147,8320,521408.0,532480.0,0.07210756,0.3468
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,120,17720,9072640.0,0.0091,7534,9204,482176.0,589056.0,0.05314616,0.4363
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,121,8873,4542976.0,0.0045,2801,4248,179264.0,271872.0,0.0394596,0.74
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,122,518592,265519104.0,0.2655,38350,47462,2454400.0,3037568.0,0.00924378,0.814
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,123,270728,138612736.0,0.1386,89689,91164,5740096.0,5834496.0,0.04141103,0.2256
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,124,3165,1620480.0,0.0016,1704,1704,109056.0,109056.0,0.06729858,0.6118
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,125,72254,36994048.0,0.037,24933,25338,1595712.0,1621632.0,0.04313429,0.3365
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,126,43840,22446080.0,0.0224,13550,13550,867200.0,867200.0,0.03863481,0.4437
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,127,686914,351699968.0,0.3517,57575,76224,3684800.0,4878336.0,0.01047711,0.6539
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,128,211,108032.0,0.0001,280,280,17920.0,17920.0,0.16587678,0.6121
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,129,309440,158433280.0,0.1584,37937,37968,2427968.0,2429952.0,0.01532486,0.5832
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,130,1450,742400.0,0.0007,1644,1704,105216.0,109056.0,0.14172414,0.3768
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,131,547225,280179200.0,0.2802,49346,69020,3158144.0,4417280.0,0.01127187,0.6557
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,132,17955,9192960.0,0.0092,8790,8790,562560.0,562560.0,0.06119465,0.3772
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,133,360280,184463360.0,0.1845,39902,47106,2553728.0,3014784.0,0.01384409,0.6136
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,134,241638,123718656.0,0.1237,30514,33410,1952896.0,2138240.0,0.01578498,0.6148
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,135,332954,170472448.0,0.1705,43804,51776,2803456.0,3313664.0,0.01644521,0.5303
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,136,837775,428940800.0,0.4289,234030,242162,14977920.0,15498368.0,0.03491839,0.1836
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,137,303288,155283456.0,0.1553,51103,52080,3270592.0,3333120.0,0.02106208,0.4272
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,138,2985,1528320.0,0.0015,1524,1524,97536.0,97536.0,0.0638191,0.6579
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,139,35627,18241024.0,0.0182,14198,14198,908672.0,908672.0,0.04981475,0.3688
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,140,88527,45325824.0,0.0453,32836,34188,2101504.0,2188032.0,0.04636439,0.2925
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,141,48845,25008640.0,0.025,14570,14570,932480.0,932480.0,0.03728631,0.4435
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,142,53340,27310080.0,0.0273,28206,28284,1805184.0,1810176.0,0.06609955,0.2429
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,143,30266,15496192.0,0.0155,14504,14974,928256.0,958336.0,0.0599022,0.3238
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,144,7240,3706880.0,0.0037,2522,3770,161408.0,241280.0,0.04354282,0.7176
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,145,89450,45798400.0,0.0458,27236,27670,1743104.0,1770880.0,0.03806037,0.3551
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,146,147052,75290624.0,0.0753,30725,31982,1966400.0,2046848.0,0.02611746,0.4385
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,147,169695,86883840.0,0.0869,38892,41052,2489088.0,2627328.0,0.02864846,0.3811
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,148,104594,53552128.0,0.0536,31870,32716,2039680.0,2093824.0,0.03808775,0.3369
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,149,3073,1573376.0,0.0016,2596,2934,166144.0,187776.0,0.10559714,0.3938
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,150,6091,3118592.0,0.0031,2601,4302,166464.0,275328.0,0.05337793,0.6201
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,151,16445,8419840.0,0.0084,5554,5554,355456.0,355456.0,0.04221648,0.5631
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,152,206547,105752064.0,0.1058,30888,30888,1976832.0,1976832.0,0.01869308,0.5471
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,153,46315,23713280.0,0.0237,21905,22270,1401920.0,1425280.0,0.05911962,0.2847
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,154,239253,122497536.0,0.1225,43209,46482,2765376.0,2974848.0,0.02257495,0.4313
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,155,3303,1691136.0,0.0017,1348,1944,86272.0,124416.0,0.05101423,0.7957
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,156,85715,43886080.0,0.0439,18568,19176,1188352.0,1227264.0,0.02707811,0.5063
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,157,1510,773120.0,0.0008,938,938,60032.0,60032.0,0.07764901,0.6786
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,158,23519,12041728.0,0.012,8191,9334,524224.0,597376.0,0.04353395,0.4846
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,159,246122,126014464.0,0.126,38408,46340,2458112.0,2965760.0,0.01950659,0.4945
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,160,290460,148715520.0,0.1487,104277,108236,6673728.0,6927104.0,0.0448758,0.2034
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,161,3389,1735168.0,0.0017,2208,2208,141312.0,141312.0,0.08143995,0.4942
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,162,256593,131375616.0,0.1314,48877,49036,3128128.0,3138304.0,0.02381057,0.3995
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,163,456873,233918976.0,0.2339,53309,58372,3411776.0,3735808.0,0.01458529,0.5381
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,164,5188,2656256.0,0.0027,2185,2400,139840.0,153600.0,0.05264553,0.6633
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,165,126264,64647168.0,0.0646,99939,104384,6396096.0,6680576.0,0.09893853,0.1218
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,166,52208,26730496.0,0.0267,57113,58726,3655232.0,3758464.0,0.13674389,0.1183
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,167,66825,34214400.0,0.0342,18219,21178,1166016.0,1355392.0,0.03407969,0.4371
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,168,115298,59032576.0,0.059,26640,26664,1704960.0,1706496.0,0.02888168,0.43
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,169,350836,179628032.0,0.1796,63850,80136,4086400.0,5128704.0,0.02274923,0.3768
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,170,3911,2002432.0,0.002,2152,2152,137728.0,137728.0,0.06878036,0.5578
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,171,363110,185912320.0,0.1859,116929,124494,7483456.0,7967616.0,0.04025261,0.2105
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,172,110910,56785920.0,0.0568,24352,24352,1558528.0,1558528.0,0.02744568,0.4584
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,173,139177,71258624.0,0.0713,28701,30806,1836864.0,1971584.0,0.02577743,0.4525
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,174,44115,22586880.0,0.0226,16829,16896,1077056.0,1081344.0,0.04768503,0.3588
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,175,481349,246450688.0,0.2465,81029,82178,5185856.0,5259392.0,0.02104216,0.3666
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,176,332154,170062848.0,0.1701,218612,220198,13991168.0,14092672.0,0.08227057,0.1061
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,177,37423,19160576.0,0.0192,13935,14370,891840.0,919680.0,0.04654557,0.3883
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,178,137442,70370304.0,0.0704,27638,31154,1768832.0,1993856.0,0.02513606,0.466
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,179,10953,5607936.0,0.0056,2338,3516,149632.0,225024.0,0.02668219,1.0201
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,180,290311,148639232.0,0.1486,88169,94602,5642816.0,6054528.0,0.03796317,0.2405
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,181,1215,622080.0,0.0006,766,1062,49024.0,67968.0,0.07880658,0.7189
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,182,119948,61413376.0,0.0614,28893,31892,1849152.0,2041088.0,0.03010992,0.4071
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,183,6963,3565056.0,0.0036,2091,3536,133824.0,226304.0,0.0375377,0.8433
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,184,1531,783872.0,0.0008,857,998,54848.0,63872.0,0.06997061,0.7496
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,185,37476,19187712.0,0.0192,10437,10492,667968.0,671488.0,0.03481228,0.5189
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,186,172340,88238080.0,0.0882,31083,31236,1989312.0,1999104.0,0.02254482,0.4818
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,187,119154,61006848.0,0.061,26140,27326,1672960.0,1748864.0,0.0274225,0.448
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,188,389874,199615488.0,0.1996,36491,57222,2335424.0,3662208.0,0.01169961,0.7073
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,189,171362,87737344.0,0.0877,28958,31588,1853312.0,2021632.0,0.02112341,0.5152
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,190,166632,85315584.0,0.0853,39586,40658,2533504.0,2602112.0,0.02969568,0.3699
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,191,142697,73060864.0,0.0731,38625,41014,2472000.0,2624896.0,0.0338348,0.3419
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,192,50903,26062336.0,0.0261,16511,16648,1056704.0,1065472.0,0.04054525,0.4023
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,193,2093,1071616.0,0.0011,1171,1772,74944.0,113408.0,0.0699355,0.6757
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,194,581277,297613824.0,0.2976,98953,113206,6332992.0,7245184.0,0.02127923,0.3404
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,195,57211,29292032.0,0.0293,14904,14904,953856.0,953856.0,0.03256367,0.4818
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,196,726155,371791360.0,0.3718,86014,93284,5504896.0,5970176.0,0.01480641,0.4542
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,197,2195,1123840.0,0.0011,1164,1272,74496.0,81408.0,0.06628702,0.7017
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,198,35289,18067968.0,0.0181,13464,15058,861696.0,963712.0,0.04769192,0.3864
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,199,99202,50791424.0,0.0508,26176,26176,1675264.0,1675264.0,0.03298321,0.3959
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,200,4483,2295296.0,0.0023,1408,2454,90112.0,157056.0,0.03925942,0.9338
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,201,293,150016.0,0.0002,349,498,22336.0,31872.0,0.14889078,0.6113
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,202,26420,13527040.0,0.0135,8527,9668,545728.0,618752.0,0.04034349,0.5031
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,203,122342,62639104.0,0.0626,80797,83902,5171008.0,5369728.0,0.08255239,0.1475
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,204,53074,27173888.0,0.0272,16062,16346,1027968.0,1046144.0,0.03782926,0.4252
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,205,58913,30163456.0,0.0302,14635,17960,936640.0,1149440.0,0.03105214,0.5003
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,206,815812,417695744.0,0.4177,38136,71176,2440704.0,4555264.0,0.00584326,1.1072
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,207,692857,354742784.0,0.3547,45185,64594,2891840.0,4134016.0,0.00815193,0.838
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,208,48754,24962048.0,0.025,13436,16352,859904.0,1046528.0,0.03444846,0.4803
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,209,1127,577024.0,0.0006,924,924,59136.0,59136.0,0.10248447,0.5668
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,210,553124,283199488.0,0.2832,49557,62514,3171648.0,4000896.0,0.01119934,0.6575
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,211,105782,54160384.0,0.0542,23632,23772,1512448.0,1521408.0,0.02792536,0.4577
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,212,40564,20768768.0,0.0208,5542,8844,354688.0,566016.0,0.01707795,1.0302
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,213,11589,5933568.0,0.0059,7415,8052,474560.0,515328.0,0.07997886,0.334
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,214,164758,84356096.0,0.0844,18038,25410,1154432.0,1626240.0,0.01368522,0.8057
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,215,75621,38717952.0,0.0387,17692,18322,1132288.0,1172608.0,0.02924452,0.4888
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,216,104157,53328384.0,0.0533,25936,26062,1659904.0,1667968.0,0.03112609,0.4128
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,217,12161,6226432.0,0.0062,5442,6084,348288.0,389376.0,0.05593701,0.4699
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,218,70801,36250112.0,0.0363,41652,44468,2665728.0,2845952.0,0.0735371,0.1987
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,219,2477,1268224.0,0.0013,1325,1932,84800.0,123648.0,0.06686516,0.6682
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,220,72085,36907520.0,0.0369,30508,33212,1952512.0,2125568.0,0.05290282,0.2746
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,221,229231,117366272.0,0.1174,31892,32002,2041088.0,2048128.0,0.01739075,0.568
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,222,43934,22494208.0,0.0225,6589,12262,421696.0,784768.0,0.01874687,0.9138
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,223,48571,24868352.0,0.0249,6369,11414,407616.0,730496.0,0.01639095,1.0108
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,224,100744,51580928.0,0.0516,11940,19568,764160.0,1252352.0,0.01481478,0.8769
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,225,4477,2292224.0,0.0023,2114,2624,135296.0,167936.0,0.0590239,0.6214
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,226,75772,38795264.0,0.0388,14857,19956,950848.0,1277184.0,0.02450938,0.5829
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,227,10418,5334016.0,0.0053,3214,4568,205696.0,292352.0,0.03856306,0.7177
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,228,8492,4347904.0,0.0043,3870,4696,247680.0,300544.0,0.05696538,0.5201
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,229,52781,27023872.0,0.027,12242,13474,783488.0,862336.0,0.02899244,0.5558
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,230,94920,48599040.0,0.0486,14363,17520,919232.0,1121280.0,0.01891461,0.7006
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,231,2662,1362944.0,0.0014,1562,1562,99968.0,99968.0,0.07334711,0.5947
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,232,3539,1811968.0,0.0018,1942,1942,124288.0,124288.0,0.06859282,0.5783
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,233,3487,1785344.0,0.0018,1342,2346,85888.0,150144.0,0.04810726,0.8286
